name,Claim status,Verification status,License verified,Insurance verified,Contacted,Contact date,Notes,SOS match status,SOS entity name,SOS status,SOS filing date,SOS address match,slug,phone,email,website,address,city,state,zip,serviceArea,minFee,truckCapacity,hoseLength,waterType,waterSource,isVerifiedPro,isActive,isClaimed,yearsInBusiness,serviceRadius,truckCount,pumpType,hoseMaterial,insuranceCertificate,hours,plusCode,ada,lgbtqFriendly,veteranOwned,womenOwned,certification,description,Duplicate Flag,siteStatus
Premier Water Services LLC,,,,,,,,,,,,,premier-water-services-llc,12399003455,,http://www.premierwaterservicesfl.com/,1126 SE 12th Ct,Cape Coral,FL,33990,,,,,,,FALSE,TRUE,FALSE,,,,,,,Sunday Closed  Monday 8 AM–5 PM  Tuesday 8 AM–5 PM  Wednesday 8 AM–5 PM  Thursday 8 AM–5 PM  Friday 8 AM–5 PM  Saturday 8 AM–12 PM,,FALSE,FALSE,FALSE,FALSE,,,,live
Davis Water Service,,,,,,,,,,,,,davis-water-service,18002348845,,https://www.daviswaterservice.com/,1855 Fairbanks St,Lakeland,FL,33805,,,,,,,FALSE,TRUE,FALSE,,,,,,,Sunday: Closed Monday: 8 AM–5 PM Tuesday: 8 AM–5 PM Wednesday: 8 AM–5 PM Thursday: 8 AM–5 PM Friday: 8 AM–5 PM Saturday: Closed,"3287+XV Lakeland, Florida",FALSE,FALSE,FALSE,FALSE,,,,pending
D&D Bulk Water Delivery Services,,,,,,,,,,,,,d-d-bulk-water-delivery-services,13217014494,,https://ddbulkwaterservices.com/,"221 W Hibiscus Blvd, ",Melbourne,FL,32901,,,,,,,FALSE,TRUE,FALSE,,,,,,,Sunday: Closed Monday: 8 AM–5 PM Tuesday: 8 AM–5 PM Wednesday: 8 AM–5 PM Thursday: 8:30 AM–5 PM Friday: 8 AM–7 PM Saturday: 8 AM–4 PM,,FALSE,FALSE,FALSE,FALSE,,,,live
AG Water Solutions,,,,,,,,,,,,,ag-water-solutions,12392728172,,https://sites.google.com/view/agwatersolutions,,,FL,,,,,,,,FALSE,TRUE,FALSE,,,,,,,Sunday: Closed Monday: 6 AM–6 PM Tuesday: 6 AM–6 PM Wednesday: 6 AM–6 PM Thursday: 6 AM–6 PM Friday: 6 AM–6 PM Saturday: 6 AM–6 PM,,FALSE,FALSE,FALSE,FALSE,,,,live
Flynn Water,,,,,,,,,,,,,flynn-water, 609-894-0001,,flynnwater.com,P.O. Box 104,Juliustown,NJ,8042,"Serving New Jersey, Staten Island NY, Southeastern PA, and Delaware.",,,,non-potable,,FALSE,TRUE,FALSE,35,,,,,,,,FALSE,FALSE,FALSE,FALSE,,"Bulk Water Delivery for Emergency & Disaster Relief, Construction, Landscaping Potable and Non-Potable water for disaster relief, firefighting, farms & livestock, and construction site bulk water needs Pipeline hydro testing and flushing Fill compaction and dust control Mason mortar mixing and powerwashing Enviromental injection water, or Carbon filter back washing Drilling and boring",,live
Kyle Mountain Fire LLC,,,,,,,,,,,,,kyle-mountain-fire-llc,(702) 316-9800,,,2516 Losee,North Las Vegas,NV,89030,,,,,,,FALSE,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,pending
D & S Water Hauling,,,,,,,,,,,,,d-and-s-water-hauling,+16143783236,,,, Groveport,OH,43125,,,,,,,FALSE,TRUE,FALSE,,,,,,,,"V3FR+JF Groveport, Ohio",FALSE,FALSE,FALSE,FALSE,,,,live
McKenzie Mist Water Company,,,,,,,,,,,,,mc-kenzie-mist-water-company,541-747-5068,bulkwater@mckenziemist.com,mckenziemist.com,4222 W 6th Ave,Eugene,OR,97402,,,3000,,both,,FALSE,TRUE,FALSE,,,,,,,Monday through Friday - 9:00am to 5:30pm,,FALSE,FALSE,FALSE,FALSE,,"Residential Delivery for:  Cisterns  Holding tanks  Ponds  Pools, spas, and hot tubs  Emergency storage tanks  Commercial Delivery for:  Construction sites  Farms and Agriculture  Events",,live
"B & D Mobile Support, Inc",,,,,,,,,,,,,b-d-mobile-support-inc,(541) 880-4716,,,11030 Highway 39,Klamath Falls,OR,97603,,,,,,,FALSE,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,pending
Xtreme Wildland Inc.,,,,,,,,,,,,,xtreme-wildland-inc,(541) 840-6235,,,1562 Nordic Court,Medford,OR,97564,,,,,,,FALSE,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,pending
Grayback Forestry Inc.,,,,,,,,,,,,,grayback-forestry-inc,(541) 476-0033,,,1150 Ort Lane,Merlin,OR,97532,,,,,,,FALSE,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,pending
Ahg Water Hauler,,,,,,,,,,,,,ahg-water-hauler,512-410-1490,,,9430 RESEARCH BLVD BLDG 4 STE 120,Austin,TX,78759-6586,"Ector County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX0680248,,,pending
Hills of Texas Bulk Water,,,,,,,,,,,,,hills-of-texas-bulk-water,+15125546451,,,564 Parking lot,Austin,TX,78767,,,,,,,FALSE,TRUE,FALSE,,,,,,,Monday: 9 AM–5 PM  Tuesday: 9 AM–5 PM   Wednesday: 9 AM–5 PM   Thursday: 9 AM–5 PM   Friday: 9 AM–5 PM   Saturday:  Closed   Sunday:  Closed,"7796+X2 Austin, Texas",,,,,,,,live
Swift Bulk Water Delivery,,,,,,,,,,,,,swift-bulk-water-delivery,(512) 858-8400,ray@swiftbulkwater.com,http://swiftbulkwater.com/,10604 Circle Drive,Austin,TX,78736,,,5000,,,,FALSE,TRUE,FALSE,,,,,,,Monday:  	9 AM–5 PM  Tuesday:  	9 AM–5 PM   Wednesday:  	9 AM–5 PM   Thursday:  	9 AM–5 PM   Friday:  	9 AM–5 PM   Saturday:  	Closed   Sunday:  	Closed,"63R6+V9 Austin, Texas",,,,,TCEQ Certified #2270423,Our Bulk Water Delivery Service brings fresh water to you!,,live
Aguafina Bulk Water,,,,,,,,,,,,,aguafina-bulk-water,(512) 395-7086,delivery.aguafina@gmail.com,https://www.aguafinawaterdelivery.com/,583 Bonita Drive,Blanco,TX,78606,,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,,,,,"We deliver bulk water straight to your storage tanks. Whether you need water for irrigation, livestock, or emergency reserves, we ensure fast and effecient delivery to keep your tanks full.",,live
Granberg Bulk Water Service,,,,,,,,,,,,,granberg-bulk-water-service,830-385-4195,granbergwill@gmail.com,https://granbergbulkwater.com/,198 SUNSET RDG,Blanco,TX,78606-2048,"Blanco County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX0160053,,,live
Immels Dairy Service,,,,,,,,,,,,,immels-dairy-service,830-833-5606,,,PO BOX 775,Blanco,TX,78606-0775,"Blanco County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX0160032,,,pending
Sierra Bulk Water,,,,,,,,,,,,,sierra-bulk-water,512-461-3878,info@sierrabulkwater.com,http://www.sierrabulkwater.com/,831 RIVER BEND DR,Blanco,TX,78606-5078,"Blanco County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX0160048,,,pending
Hanna Water Hauler,,,,,,,,,,,,,hanna-water-hauler,325-456-4882,,,3425 MENARD HWY,Brady,TX,76825-7484,"Mcculloch County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX1540021,,,pending
Oasis Water Delivery,,,,,,,,,,,,,oasis-water-delivery,737-305-8520,Oasiswater.wade@gmail.com,https://www.oasiswaterdelivery.net/,171 WILDCAT DRAW,Buda,TX,78610-2751,"Hays County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX1050235,,,pending
Consolidated Water Bostic Water Hauler,,,,,,,,,,,,,consolidated-water-bostic-water-hauler,512-756-2100,,,PO BOX 1367,Burnet,TX,78611-7367,"Burnet County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX0270161,,,pending
Water Boy,,,,,,,,,,,,,water-boy,512-868-7355,,,PO BOX 1897,Cedar Park,TX,78630-1897,"Travis County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX2270372,,,pending
Provisions Fleet Management,,,,,,,,,,,,,provisions-fleet-management,817-825-1254,,,3125 COUNTY ROAD 805B,Cleburne,TX,76031-7870,"Ector County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX0680239,,,pending
Willda Beast Water Hauler,,,,,,,,,,,,,willda-beast-water-hauler,979-268-6760,michelle@willda-beast.com,https://willda-beast.com/,PO BOX 12250,College Station,TX,77842-2250,"Atascosa County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX0070035,,,pending
A & V Water Hauling,,,,,,,,,,,,,a-v-water-hauling,940-281-1315,info@aandvwater.com,https://www.aandvwater.com/,PO BOX 1504,Decatur,TX,76234-6147,"Wise County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX2490081,,,pending
Cross Integrated Transport,,,,,,,,,,,,,cross-integrated-transport,806-478-1435,,,PO BOX 1023,Dimmitt,TX,79027-1023,"Dallam County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX0560021,,,pending
Hydro Haulers bulk water,,,,,,,,,,,,,hydro-haulers-bulk-water,,hydrohaulers@gmail.com,,10351 Ranch to Market Road 150,Driftwood,TX,78619,,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,live
H2o2u Water Delivery,,,,,,,,,,,,,h2o2u-water-delivery,512-695-5204,,https://www.h2o2u.net/,911 W HIGHWAY 290,Dripping Springs,TX,78620-3851,"Hays County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX1050164,,,pending
J & A Water Hauling Service,,,,,,,,,,,,,j-a-water-hauling-service,915-252-8052,,,14600 BUFFALO BILL DR,El Paso,TX,79938-8654,"El Paso County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX0710214,,,pending
Lujan Trucking,,,,,,,,,,,,,lujan-trucking,915-859-8187,,,10650 SOCORRO RD,El Paso,TX,79927-7992,"El Paso County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX0710104,,,pending
Jenkins Industries Water Hauler,,,,,,,,,,,,,jenkins-industries-water-hauler,979-239-4267,jenkinsindustries@hotmail.com,https://www.jenkinsindustriesllc.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=11873222720170443472,3015 COUNTY RD 400,Freeport,TX,77541-8227,"Brazoria County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX0200757,,,pending
Peak Rentals Kenedy Hauler,,,,,,,,,,,,,peak-rentals-kenedy-hauler,940-612-4223,,https://www.rentpeak.com/,PO BOX 340,Gainesville,TX,76241-0340,"Karnes County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX1280020,,,pending
H2eco Water LLC,,,,,,,,,,,,,h2eco-water-llc,(713) 812-8400,,https://www.h2ecowater.com/,16310 Aldine Westfield Road,Houston,TX,77032,,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,,,,,Oops! Something went wrong while submitting the form.,,live
South Central,,,,,,,,,,,,,south-central,806-995-3547,,,4621 GASMER DR STE B,Houston,TX,77035-6101,"Harris County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX1013865,,,pending
Sun Coast Resources,,,,,,,,,,,,,sun-coast-resources,713-844-9600,salesteam@reladyne.com,https://reladyne.com/,6405 CAVALCADE ST BLDG 1,Houston,TX,77026-4315,"Harris County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX1013667,,,pending
Willda Beast,,,,,,,,,,,,,willda-beast,(979) 268-6760,,http://www.willda-beast.com/,15823 Farm to Market 244,Iola,TX,77861,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
Bulkwater911,,,,,,,,,,,,,bulkwater911,(830) 225-8028,,https://www.bulkwater911.com/,5310 U.S. 281,Johnson City,TX,78636,,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,live
Samantha Springs,,,,,,,,,,,,,samantha-springs,(817) 554-8800,,https://www.samanthasprings.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,712 North Main Street,Keller,TX,76248,"Servicing Arkansas, Oklahoma, Louisiana, New Mexico, Texas, & beyond",,6250,,,,FALSE,TRUE,FALSE,,,,,,,Sunday: Closed  Monday: 8 AM–5 PM  Tuesday: 8 AM–5 PM  Wednesday: 8 AM–5 PM   Thursday: 8 AM–5 PM   Friday: 8 AM–5 PM  Saturday: Closed,"WPVW+JQ Keller, Texas",,,,,,"Samantha Springs is Texas’ leading provider of bulk spring water, sourced from our historic underground spring in Keller, TX. Originally rediscovered in 1984, the spring was fully developed and began delivering water in 1996. Whether you need bulk water for industrial use, pool filling, breweries, co-packers, or private-label bottling, we deliver 6,250 gallons per tanker directly to your site—fast, fresh, and hassle-free. 100% Pure Spring Water – Naturally filtered and sourced from protected springs High-Capacity Bulk Delivery – Tanker trucks deliver large volumes across Texas and beyond Bottling & Co-Packing Solutions – Supplying manufacturers and beverage brands with premium water Certified & Compliant – Exceeds Texas Commission for Environmental Quality (TCEQ) & FDA standards",,live
Austin Bulk Water,,,,,,,,,,,,,austin-bulk-water,512-280-4037,,,PO BOX 1570,Kyle,TX,78640-1570,"Travis County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX2270436,,,pending
Corky's Bulk Water Delivery,,,,,,,,,,,,,corkys-bulk-water-delivery,(830) 377-2779,,https://www.facebook.com/corkys.lawncare/,10771 Park Road 37,Lakehills,TX,78063,,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,live
Atlas Base Camp Equipment & Logistics,,,,,,,,,,,,,atlas-base-camp-equipment-logistics,210-727-4790,,,14414 US HIGHWAY 87 W STE 3C PMB 238,Lavernia,TX,78121-5947,"Dimmit County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX0640064,,,pending
Winco Trucking Water Hauler,,,,,,,,,,,,,winco-trucking-water-hauler,936-632-6033,,,203 S 1ST ST,Lufkin,TX,75901-3825,"Ward County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX2380029,,,pending
Frontier Bulk Water Delivery,,,,,,,,,,,,,frontier-bulk-water-delivery,(830) 262-8355,info@frontierbulkwater.com,http://frontierbulkwater.com/,1885 Farm to Market Road 1980,Marble Falls,TX,78654,,,,,,,FALSE,TRUE,FALSE,,,,,,,,"JM7X+5H Marble Falls, Texas",,,,,,,,pending
Ken's Satellite and Potable Water Hauling LLC.,,,,,,,,,,,,,kens-satellite-and-potable-water-hauling-llc,(432) 638-9931,,http://www.kenspotablewater.com/,2901 South County Road 1255,Midland,TX,79706,,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,,,,,"Our mission is to provide reliable water hauling services in the Permian Basin, delivering exceptional service at a fair price while upholding the highest standards of safety and compliance. With a legacy spanning over 50 years, we take pride in being a trusted partner for our community's water needs.",,live
Water Runner LLC,,,,,,,,,,,,,water-runner-llc,(432) 661-3768,,https://waterrunner.com/,11906 Jordy Rd,Midland,TX,79707,,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,,,,TCEQ Certified,"Based in Midland, but capable of delivering throughout the lower 48 states",,live
Water Tech,,,,,,,,,,,,,water-tech,432-272-1001,,,PO BOX 14077,Odessa,TX,79768-4077,"Midland County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX1650105,,,pending
Water Works Field Services,,,,,,,,,,,,,water-works-field-services,432-445-3306,,,2425 STAFFORD BLVD,Pecos,TX,79772-6629,"Reeves County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,"CF3J+JH Pecos, Texas",,,,,TX1950034,,,pending
Original Services Water Hauler,,,,,,,,,,,,,original-services-water-hauler,325-227-6749,,,PO BOX 62703,San Angelo,TX,76906-2703,"Tom Green County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX2260114,,,pending
Turquoise Water,,,,,,,,,,,,,turquoise-water,325-658-3899,,,PO BOX 61874,San Angelo,TX,76906-1874,"Tom Green County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX2260033,,,pending
Reynolds Nationwide Water Tank Trailers,,,,,,,,,,,,,reynolds-nationwide-water-tank-trailers,210-648-7770,,http://www.reynoldsnw.com/,8755 US HIGHWAY 87 E,San Antonio,TX,78263-2244,"Harris County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,"9MMM+WJ San Antonio, Texas",,,,,TX1013868,,,pending
Drip Drops Bulk Water,,,,,,,,,,,,,drip-drops-bulk-water,830-220-9059,dripdrops.waterbulk@gmail.com,https://www.dripdropbulkwater.com/,143 CREST DR,Spicewood,TX,78669-9155,"Burnet County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX0270175,,,pending
Lone Star Bulk Water Hauler,,,,,,,,,,,,,lone-star-bulk-water-hauler,512-588-0246,,http://www.lonestarwaterdelivery.com/,115 VERA DR,Spicewood,TX,78669-4039,"Burnet County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX0270151,,,live
Ripple Bulk Water Delivery,,,,,,,,,,,,,ripple-bulk-water-delivery,(830) 800-1900,,http://www.ripplebulkwater.com/,4227 Tyx Trail,Spicewood,TX,78669,,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,,,,TCEQ Certified,"We are TCEQ Certified and Approved as a licensed water hauling company by the Texas Commission on Environmental Quality (TCEQ), as we adhere to all the necessary state guidelines and regulations to ensure the highest standards of safety.",,live
F & H Water Service,,,,,,,,,,,,,f-h-water-service,361-318-9614,,,PO BOX 724,Three Rivers,TX,78071-0724,"Live Oak County, TX",,,,potable,,FALSE,FALSE,FALSE,,,,,,,,,,,,,TX1490033,,,pending
Phillips Water Hauling,,,,,,,,,,,,,phillips-water-hauling-weatherford-texas,+18175998600,,,6308 I-20,Weatherford,TX,76088,,,,,,,FALSE,FALSE,FALSE,,,,,,,,"P354+45 Weatherford, Texas",,,,,,,,pending
Bulk Water Wrangler ,,,,,,,,,,,,,wrangler-bulk-water-delivery,15129393121,,https://www.bulkwaterwrangler.com/,,DRIPPING SPRINGS,TX,,,,,,,,FALSE,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE,,,,live
Alpha Pool Fill & Bulk Water,,,,,,,,,,,,,alpha-pool-fill-bulk-water,13864025109,,http://alphapoolfill.com/,,,,,,,,,,,FALSE,TRUE,FALSE,,,,,,,Sunday (Easter) Open 24 hours Hours might differ  Monday Open 24 hours  Tuesday Open 24 hours  Wednesday Open 24 hours  Thursday Open 24 hours  Friday Open 24 hours  Saturday Open 24 hours,,FALSE,FALSE,FALSE,FALSE,,"Alpha Pool Fill is a Florida-based service providing bulk water delivery for residential pools, aquariums, and construction projects.",,live
Florida Bulk Water Sales,,,,,,,,,,,,,florida-bulk-water-sales,13525866268,https://www.floridabulkwatersales.com/contact-us.php,http://www.floridabulkwatersales.com/,"7358 E Tarawood Blvd, Floral City, FL 34436",,,,,,,,,,FALSE,TRUE,FALSE,,,,,,,Sunday: 8 AM–5 PM Monday: 8 AM–5 PM Tuesday: 8 AM–5 PM Wednesday: 8 AM–5 PM Thursday: 8 AM–5 PM Friday: 8 AM–5 PM Saturday: 8 AM–5 PM,"PM5Q+M2 Floral City, Florida",FALSE,FALSE,FALSE,FALSE,,,,pending
Hydro Haulers Bulk Water Delivery,,,,,,,,,,,,,hydro-haulers-bulk-water-delivery,15125177687,,https://brand.page/hydrohaulersbulkwater,,,,,,,,,,,FALSE,TRUE,FALSE,,,,,,,Sunday: 6 AM–10 PM Monday: 6 AM–10 PM Tuesday: 6 AM–10 PM Wednesday: 6 AM–10 PM Thursday: 6 AM–10 PM Friday: 6 AM–10 PM Saturday: 6 AM–10 PM,,FALSE,FALSE,FALSE,FALSE,,,,pending
Jensen Water Trucks,,,,,,,,,,,,,jensen-water-trucks,+13104552463,gary@jensenwatertrucks.com,https://www.jensenwatertrucks.com/,1137 Fernwood Pacific Dr,Topanga,CA,90290,,,,,both,,FALSE,TRUE,FALSE,30,,,,,,Sunday: Closed  Monday: 8 AM–5 PM   Tuesday: 8 AM–5 PM   Wednesday: 8 AM–5 PM   Thursday: 8 AM–5 PM   Friday: 8 AM–5 PM   Saturday: 8 AM–5 PM,"39HW+JJ Topanga, California",FALSE,FALSE,FALSE,FALSE,,"At Jensen Water Trucks, we take pride in being the go-to provider of water delivery services in the Santa Monica mountains area. With years of experience and a strong track record of customer satisfaction, we have earned a reputation for delivering clean and high-quality water in a timely manner. I am dedicated to meeting the unique needs of our clients and ensuring their complete satisfaction. Choose Jensen Water Trucks llc, for all your water delivery needs.",,live
JIm's Water Truck Service,,,,,,,,,,,,,,,info@jimsh2o.com,jimswatertruckservice.com,,,,,"Phoenix
Mesa
Scottsdale
Chandler
Gilbert
Tempe
Glendale
Peoria
Statewide Arizona projects",,,,,,FALSE,FALSE,FALSE,,,,,,,24/7,,,,,,,,,pending
h2o-4-u,,,,,,,,,,,,,,(775) 233-7949,h2o4u.cl@gmail.com,http://h2o-4-u.com/,200 Webb Cir Suite 1,Reno,NV,89506,,,,,,,,,,,,,,,,"Monday: 6 AM–12 AM

Tuesday: 6 AM–11:30 PM

Wednesday: 6 AM–11:30 PM

Thursday: 6 AM–11 PM

Friday: 6 AM–11:30 PM

Saturday: 10 AM–3 PM

Sunday: Closed","J47G+Q5 Reno, Nevada",,,,,,,,pending
GARY'S WATER TRUCK SERVICE,,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,gary-s-water-truck-service,,,,,Pleasanton,CA,94588,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
PLEASANT VALLEY POTABLE WATER,,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,pleasant-valley-potable-water,,,,,Placerville,CA,95667,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
SIERRA SITE SERVICES LLC - CUSTOM WATER WORKS,,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,sierra-site-services-llc-custom-water-works,,,,,Camino,CA,95709,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
AQUALIFE,,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,aqualife,,,,,Calexico,CA,92231,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
OMEGA WATER COMPANY LLC,,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,omega-water-company,,,,,Heber,CA,92249,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
"BLU BULK TRANSPORT, INC.",,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,blu-bulk-transport,,,,,Seeley,CA,92273,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
RAPID H2O,,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,rapid-h2o,,,,,Wofford Heights,CA,93285,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
"RMR EQUIPMENT RENTAL, INC. - RMR WATER TRUCKS",,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,rmr-equipment-rental-inc-rmr-water-trucks,,,,,Castaic,CA,91384,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
MENDO WATER EXPRESS,,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,mendo-water-express,,,,,Redwood Valley,CA,95470,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
ALISAL WATER CORPORATION - ALCO WATER SERVICE,,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,alisal-water-corporation-alco-water-service,,,,,Salinas,CA,93905,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
"CLARITA WATER OF SALINAS, INC.",,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,clarita-water-of-salinas,,,,,Salinas,CA,93905,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
THE WATER WAGON,,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,the-water-wagon,,,,,Salinas,CA,93905,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
"PENINSULA PURE WATER, INC.",,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,peninsula-pure-water,,,,,Castroville,CA,95012,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
BINGHAM POTABLE WATER DELIVERY,,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,bingham-potable-water-delivery,,,,,Napa,CA,94558,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
"H2O TO GO, LLC",,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,h2o-to-go,,,,,Penn Valley,CA,95946,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
"HI DESERT WATER TRANSPORT, INC. - DBA JT TRANSPORT, WONDER WATER",,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,hi-desert-water-transport-inc-dba-jt-transport-wonder-water,,,,,Joshua Tree,CA,92252,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
MOUNTAIN WATER COMPANY LLC,,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,mountain-water-company,,,,,Big Bear Lake,CA,92315,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
DOCS WATER INC.,,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,docs-water,,,,,Lakeside,CA,92040,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
"FAMOUS RAMONA WATER, INC.",,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,famous-ramona-water,,,,,Ramona,CA,92065,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
"BLU BULK TRANSPORT, INC.",,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,blu-bulk-transport-2,,,,,San Marcos,CA,92069,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
"AERO PURE WATER, LLC",,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,aero-pure-water,,,,,Lodi,CA,95240,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
ALL PURE WATER HAULING - AERO PURE WATER HAULING,,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,all-pure-water-hauling-aero-pure-water-hauling,,,,,Lodi,CA,95240,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
A-1 WATER,,,,,,,"CA registered water hauler list, dated Feb 2, 2026. Imported 2026-05-14.",,,,,,a-1-water,,,,,Nipomo,CA,93444,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,pending
